fecha,hospital,provincia,dia_semana,mes,year,pacientes_ayer,temperatura_media,temperatura_maxima,temperatura_minima,viento,viento_maximo,precipitaciones,humedad,target_pacientes
2025-08-07,C.A.U. Salamanca,Salamanca,JUEVES,8,2025,138,25.2,38.0,12.5,5.6,16.5,0.0,41.0,114
2025-08-08,C.A.U. Salamanca,Salamanca,VIERNES,8,2025,114,25.9,37.0,14.0,7.2,35.2,0.0,44.0,119
2025-08-09,C.A.U. Salamanca,Salamanca,SÁBADO,8,2025,119,26.4,38.0,15.5,5.6,13.0,0.0,47.0,116
2025-08-10,C.A.U. Salamanca,Salamanca,DOMINGO,8,2025,116,27.1,39.0,15.3,6.3,16.5,0.0,41.0,131
2025-08-11,C.A.U. Salamanca,Salamanca,LUNES,8,2025,131,26.3,38.5,15.0,5.7,18.3,0.0,42.0,142
2025-08-12,C.A.U. Salamanca,Salamanca,MARTES,8,2025,142,23.3,37.4,15.4,9.3,40.7,0.0,56.0,127
2025-08-13,C.A.U. Salamanca,Salamanca,MIÉRCOLES,8,2025,127,23.6,31.0,17.0,10.4,42.4,32.77,56.0,140
2025-08-14,C.A.U. Salamanca,Salamanca,JUEVES,8,2025,140,25.8,37.4,14.7,8.3,24.1,0.0,48.0,136
2025-08-15,C.A.U. Salamanca,Salamanca,VIERNES,8,2025,136,26.4,38.6,15.6,9.3,24.1,0.0,42.0,135
2025-08-16,C.A.U. Salamanca,Salamanca,SÁBADO,8,2025,135,25.8,38.0,14.0,5.7,18.3,0.0,43.0,138
2025-08-17,C.A.U. Salamanca,Salamanca,DOMINGO,8,2025,138,26.3,38.7,17.3,8.5,29.4,0.0,46.0,125
2025-08-18,C.A.U. Salamanca,Salamanca,LUNES,8,2025,125,21.6,29.0,15.1,6.7,14.8,0.0,52.0,145
2025-08-19,C.A.U. Salamanca,Salamanca,MARTES,8,2025,145,19.2,27.8,11.6,6.9,14.8,0.0,61.0,149
2025-08-20,C.A.U. Salamanca,Salamanca,MIÉRCOLES,8,2025,149,17.9,25.3,10.5,5.4,14.8,0.25,61.0,121
2025-08-21,C.A.U. Salamanca,Salamanca,JUEVES,8,2025,121,18.4,26.4,10.2,8.0,18.3,0.0,58.0,134
2025-08-22,C.A.U. Salamanca,Salamanca,VIERNES,8,2025,134,19.4,28.4,11.2,8.5,16.5,0.51,54.0,158
2025-08-23,C.A.U. Salamanca,Salamanca,SÁBADO,8,2025,158,20.6,31.5,11.0,7.0,14.8,0.0,51.0,125
2025-08-24,C.A.U. Salamanca,Salamanca,DOMINGO,8,2025,125,21.7,32.5,11.7,4.3,16.5,0.0,53.0,126
2025-08-25,C.A.U. Salamanca,Salamanca,LUNES,8,2025,126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157
2025-08-26,C.A.U. Salamanca,Salamanca,MARTES,8,2025,157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140
2025-08-27,C.A.U. Salamanca,Salamanca,MIÉRCOLES,8,2025,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137
2025-08-28,C.A.U. Salamanca,Salamanca,JUEVES,8,2025,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137
2025-08-29,C.A.U. Salamanca,Salamanca,VIERNES,8,2025,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
2025-08-30,C.A.U. Salamanca,Salamanca,SÁBADO,8,2025,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121
2025-08-31,C.A.U. Salamanca,Salamanca,DOMINGO,8,2025,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93
2024-01-01,C.A. Segovia,Segovia,LUNES,1,2024,41,4.6,8.9,1.8,7.0,18.0,0.0,68.0,41
2024-01-02,C.A. Segovia,Segovia,MARTES,1,2024,41,8.5,12.4,2.8,10.8,37.8,0.0,58.0,62
2024-01-03,C.A. Segovia,Segovia,MIÉRCOLES,1,2024,62,9.9,12.0,6.9,11.9,31.0,4.6,86.0,73
2024-01-04,C.A. Segovia,Segovia,JUEVES,1,2024,73,7.6,10.5,6.1,8.5,22.0,5.4,87.0,51
2024-01-05,C.A. Segovia,Segovia,VIERNES,1,2024,51,2.8,4.6,1.5,15.4,44.6,16.0,93.0,37
2024-01-06,C.A. Segovia,Segovia,SÁBADO,1,2024,37,1.5,4.1,0.0,8.9,29.2,0.0,91.0,30
2024-01-07,C.A. Segovia,Segovia,DOMINGO,1,2024,30,1.0,4.9,-2.3,4.4,14.8,0.0,84.0,41
2024-01-08,C.A. Segovia,Segovia,LUNES,1,2024,41,0.9,5.5,-3.3,4.6,14.0,0.0,80.0,58
2024-01-09,C.A. Segovia,Segovia,MARTES,1,2024,58,3.0,4.6,1.2,4.9,16.2,0.0,92.0,48
2024-01-10,C.A. Segovia,Segovia,MIÉRCOLES,1,2024,48,4.1,5.7,3.0,11.8,41.8,10.6,98.0,42
2024-01-11,C.A. Segovia,Segovia,JUEVES,1,2024,42,1.1,3.6,-1.6,7.5,25.9,0.4,87.0,43
2024-01-12,C.A. Segovia,Segovia,VIERNES,1,2024,43,1.1,6.6,-2.7,5.7,15.8,0.0,77.0,42
2024-01-13,C.A. Segovia,Segovia,SÁBADO,1,2024,42,9.1,13.8,1.5,10.4,37.8,0.0,56.0,36
2024-01-14,C.A. Segovia,Segovia,DOMINGO,1,2024,36,9.5,10.8,7.0,9.4,42.5,3.6,78.0,38
2024-01-15,C.A. Segovia,Segovia,LUNES,1,2024,38,10.6,11.6,9.5,14.4,37.1,18.4,96.0,53
2024-01-16,C.A. Segovia,Segovia,MARTES,1,2024,53,12.0,15.6,10.1,15.0,65.5,2.6,79.0,42
2024-01-17,C.A. Segovia,Segovia,MIÉRCOLES,1,2024,42,9.6,11.7,6.3,23.1,73.1,13.4,78.0,45
2024-01-18,C.A. Segovia,Segovia,JUEVES,1,2024,45,9.1,12.0,7.5,14.9,45.0,0.0,76.0,43
2024-01-19,C.A. Segovia,Segovia,VIERNES,1,2024,43,3.5,7.2,-1.7,10.6,34.9,21.0,94.0,48
2024-01-20,C.A. Segovia,Segovia,SÁBADO,1,2024,48,0.2,3.6,-2.3,6.6,16.6,0.0,92.0,28
2024-01-21,C.A. Segovia,Segovia,DOMINGO,1,2024,28,4.2,10.5,-0.4,6.2,18.0,0.0,69.0,39
2024-01-22,C.A. Segovia,Segovia,LUNES,1,2024,39,8.4,11.3,3.0,7.3,20.5,0.2,80.0,45
2024-01-23,C.A. Segovia,Segovia,MARTES,1,2024,45,11.1,15.6,8.9,4.6,13.0,0.0,88.0,49
2024-01-24,C.A. Segovia,Segovia,MIÉRCOLES,1,2024,49,11.7,19.0,7.2,6.4,16.2,0.0,67.0,48
2024-01-25,C.A. Segovia,Segovia,JUEVES,1,2024,48,11.3,18.1,7.0,5.3,13.0,0.0,64.0,56
2024-01-26,C.A. Segovia,Segovia,VIERNES,1,2024,56,10.7,16.9,6.3,4.5,11.2,0.0,68.0,33
2024-01-27,C.A. Segovia,Segovia,SÁBADO,1,2024,33,12.1,19.9,7.3,5.3,15.8,0.0,59.0,38
2024-01-28,C.A. Segovia,Segovia,DOMINGO,1,2024,38,12.2,18.9,7.8,6.7,31.3,0.0,49.0,43
2024-01-29,C.A. Segovia,Segovia,LUNES,1,2024,43,10.8,15.8,7.8,5.0,15.8,0.0,58.0,44
2024-01-30,C.A. Segovia,Segovia,MARTES,1,2024,44,9.5,15.8,4.2,5.4,14.4,0.0,60.0,58
2024-01-31,C.A. Segovia,Segovia,MIÉRCOLES,1,2024,58,8.2,13.9,3.9,5.2,16.9,0.0,70.0,50
2024-02-01,C.A. Segovia,Segovia,JUEVES,2,2024,50,7.2,13.5,2.5,5.4,15.8,0.0,75.0,40
2024-02-02,C.A. Segovia,Segovia,VIERNES,2,2024,40,6.4,12.1,2.2,4.9,15.8,0.0,78.0,47
2024-02-03,C.A. Segovia,Segovia,SÁBADO,2,2024,47,8.6,15.1,4.1,5.6,17.6,0.0,67.0,45
2024-02-04,C.A. Segovia,Segovia,DOMINGO,2,2024,45,9.0,16.3,3.2,5.4,15.1,0.0,57.0,47
2024-02-05,C.A. Segovia,Segovia,LUNES,2,2024,47,8.0,14.1,2.9,4.8,14.4,0.0,60.0,52
2024-02-06,C.A. Segovia,Segovia,MARTES,2,2024,52,8.0,13.2,4.6,5.9,20.5,0.0,71.0,51
2024-02-07,C.A. Segovia,Segovia,MIÉRCOLES,2,2024,51,7.0,11.1,2.6,10.7,31.0,0.0,80.0,39
2024-02-08,C.A. Segovia,Segovia,JUEVES,2,2024,39,8.7,10.3,6.5,23.5,68.8,0.6,63.0,53
2024-02-09,C.A. Segovia,Segovia,VIERNES,2,2024,53,9.0,11.4,5.2,19.9,64.8,6.0,78.0,64
2024-02-10,C.A. Segovia,Segovia,SÁBADO,2,2024,64,3.3,5.0,1.5,22.2,62.6,5.4,89.0,44
2024-02-11,C.A. Segovia,Segovia,DOMINGO,2,2024,44,4.6,8.5,1.0,11.6,33.5,0.2,82.0,46
2024-02-12,C.A. Segovia,Segovia,LUNES,2,2024,46,9.4,12.9,7.6,16.9,54.0,1.2,82.0,56
2024-02-13,C.A. Segovia,Segovia,MARTES,2,2024,56,10.8,13.8,8.4,7.8,19.1,1.6,90.0,55
2024-02-14,C.A. Segovia,Segovia,MIÉRCOLES,2,2024,55,12.7,18.5,8.2,6.2,40.0,0.0,72.0,62
2024-02-15,C.A. Segovia,Segovia,JUEVES,2,2024,62,13.4,17.6,7.6,20.3,82.8,8.0,65.0,61
2024-02-16,C.A. Segovia,Segovia,VIERNES,2,2024,61,6.9,9.9,4.5,8.0,32.0,0.0,87.0,41
2024-02-17,C.A. Segovia,Segovia,SÁBADO,2,2024,41,7.0,12.4,2.5,6.7,28.8,0.0,70.0,33
2024-02-18,C.A. Segovia,Segovia,DOMINGO,2,2024,33,8.3,14.9,2.8,7.0,22.0,0.0,64.0,31
2024-02-19,C.A. Segovia,Segovia,LUNES,2,2024,31,9.0,14.6,5.0,5.8,23.4,0.0,74.0,36
2024-02-20,C.A. Segovia,Segovia,MARTES,2,2024,36,8.5,16.5,1.9,6.0,20.2,0.0,61.0,52
2024-02-21,C.A. Segovia,Segovia,MIÉRCOLES,2,2024,52,9.7,15.2,4.3,7.3,19.4,0.0,51.0,57
2024-02-22,C.A. Segovia,Segovia,JUEVES,2,2024,57,8.5,13.8,3.2,16.0,68.4,5.0,75.0,38
2024-02-23,C.A. Segovia,Segovia,VIERNES,2,2024,38,2.9,5.9,0.8,24.7,60.1,1.6,83.0,49
2024-02-24,C.A. Segovia,Segovia,SÁBADO,2,2024,49,3.4,7.4,1.0,23.7,52.6,0.0,79.0,38
2024-02-25,C.A. Segovia,Segovia,DOMINGO,2,2024,38,8.4,11.2,4.2,29.7,70.2,2.6,81.0,53
2024-02-26,C.A. Segovia,Segovia,LUNES,2,2024,53,3.8,5.9,0.4,19.5,49.7,2.2,86.0,43
2024-02-27,C.A. Segovia,Segovia,MARTES,2,2024,43,1.1,6.3,-2.2,12.2,47.5,0.0,79.0,51
2024-02-28,C.A. Segovia,Segovia,MIÉRCOLES,2,2024,51,3.4,7.2,-0.6,8.6,33.5,0.0,78.0,46
2024-02-29,C.A. Segovia,Segovia,JUEVES,2,2024,46,3.6,8.8,0.1,13.7,58.3,0.4,82.0,57
2024-03-01,C.A. Segovia,Segovia,VIERNES,3,2024,57,3.0,6.6,-1.6,12.8,36.4,0.0,80.0,43
2024-03-02,C.A. Segovia,Segovia,SÁBADO,3,2024,43,4.0,9.0,-0.5,21.2,73.8,13.2,84.0,28
2024-03-03,C.A. Segovia,Segovia,DOMINGO,3,2024,28,1.7,5.3,-1.0,15.8,45.0,0.4,89.0,39
2024-03-04,C.A. Segovia,Segovia,LUNES,3,2024,39,6.4,10.7,2.9,14.7,52.2,2.8,84.0,52
2024-03-05,C.A. Segovia,Segovia,MARTES,3,2024,52,4.5,8.4,1.7,6.9,23.8,0.0,77.0,56
2024-03-06,C.A. Segovia,Segovia,MIÉRCOLES,3,2024,56,6.5,13.2,0.4,8.3,33.1,0.0,60.0,48
2024-03-07,C.A. Segovia,Segovia,JUEVES,3,2024,48,7.0,9.7,3.4,21.0,72.0,2.2,64.0,39
2024-03-08,C.A. Segovia,Segovia,VIERNES,3,2024,39,5.5,8.8,2.9,25.8,71.3,0.6,66.0,53
2024-03-09,C.A. Segovia,Segovia,SÁBADO,3,2024,53,4.3,7.5,1.0,18.4,78.8,2.0,72.0,46
2024-03-10,C.A. Segovia,Segovia,DOMINGO,3,2024,46,5.2,8.5,3.5,24.6,64.8,0.6,80.0,47
2024-03-11,C.A. Segovia,Segovia,LUNES,3,2024,47,5.6,9.9,1.9,12.3,35.6,0.0,77.0,40
2024-03-12,C.A. Segovia,Segovia,MARTES,3,2024,40,8.4,14.8,1.8,6.5,19.1,0.0,69.0,55
2024-03-13,C.A. Segovia,Segovia,MIÉRCOLES,3,2024,55,11.2,19.2,4.8,7.5,29.2,0.0,50.0,45
2024-03-14,C.A. Segovia,Segovia,JUEVES,3,2024,45,10.0,16.0,5.6,9.6,38.9,0.0,69.0,59
2024-03-15,C.A. Segovia,Segovia,VIERNES,3,2024,59,10.6,14.3,7.3,7.0,31.7,3.2,80.0,51
2024-03-16,C.A. Segovia,Segovia,SÁBADO,3,2024,51,12.0,18.4,5.3,6.4,25.2,0.0,73.0,47
2024-03-17,C.A. Segovia,Segovia,DOMINGO,3,2024,47,13.0,18.7,7.3,5.5,19.4,0.0,66.0,36
2024-03-18,C.A. Segovia,Segovia,LUNES,3,2024,36,14.7,21.1,8.9,5.1,16.2,0.0,65.0,69
2024-03-19,C.A. Segovia,Segovia,MARTES,3,2024,69,15.7,21.6,9.6,11.9,40.7,0.0,47.0,57
2024-03-20,C.A. Segovia,Segovia,MIÉRCOLES,3,2024,57,16.2,19.8,13.0,15.1,51.1,0.0,50.0,58
2024-03-21,C.A. Segovia,Segovia,JUEVES,3,2024,58,17.2,22.2,13.4,15.8,52.2,0.0,46.0,49
2024-03-22,C.A. Segovia,Segovia,VIERNES,3,2024,49,18.1,24.7,11.7,6.8,20.5,0.0,40.0,50
2024-03-23,C.A. Segovia,Segovia,SÁBADO,3,2024,50,14.3,21.5,8.6,7.1,21.6,0.0,63.0,41
2024-03-24,C.A. Segovia,Segovia,DOMINGO,3,2024,41,12.9,20.0,6.7,6.4,22.7,0.0,66.0,45
2024-03-25,C.A. Segovia,Segovia,LUNES,3,2024,45,10.6,14.9,4.8,13.4,57.6,8.4,71.0,63
2024-03-26,C.A. Segovia,Segovia,MARTES,3,2024,63,2.6,6.0,0.2,16.1,48.6,5.6,80.0,55
2024-03-27,C.A. Segovia,Segovia,MIÉRCOLES,3,2024,55,7.2,12.5,2.9,33.1,78.8,3.8,76.0,46
2024-03-28,C.A. Segovia,Segovia,JUEVES,3,2024,46,8.5,12.9,4.2,26.1,73.4,3.6,74.0,43
2024-03-29,C.A. Segovia,Segovia,VIERNES,3,2024,43,3.5,9.0,0.7,7.7,48.6,22.8,92.0,35
2024-03-30,C.A. Segovia,Segovia,SÁBADO,3,2024,35,6.1,9.3,2.6,16.4,48.6,0.4,72.0,40
2024-03-31,C.A. Segovia,Segovia,DOMINGO,3,2024,40,5.1,7.3,3.7,15.6,51.5,2.0,77.0,34
2024-04-01,C.A. Segovia,Segovia,LUNES,4,2024,34,5.0,9.4,1.0,16.1,57.6,0.6,74.0,53
2024-04-02,C.A. Segovia,Segovia,MARTES,4,2024,53,8.0,13.3,3.4,14.7,54.0,0.2,64.0,49
2024-04-03,C.A. Segovia,Segovia,MIÉRCOLES,4,2024,49,11.2,16.3,7.2,10.2,28.8,0.0,67.0,55
2024-04-04,C.A. Segovia,Segovia,JUEVES,4,2024,55,12.5,19.1,5.8,10.5,38.2,0.0,56.0,55
2024-04-05,C.A. Segovia,Segovia,VIERNES,4,2024,55,16.9,22.1,10.2,15.4,58.3,0.0,35.0,46
2024-04-06,C.A. Segovia,Segovia,SÁBADO,4,2024,46,18.4,21.2,13.0,25.1,66.2,0.0,38.0,36
2024-04-07,C.A. Segovia,Segovia,DOMINGO,4,2024,36,13.6,18.4,10.6,9.3,48.2,0.0,68.0,41
2024-04-08,C.A. Segovia,Segovia,LUNES,4,2024,41,10.4,16.2,5.9,13.5,55.1,4.4,69.0,57
2024-04-09,C.A. Segovia,Segovia,MARTES,4,2024,57,5.7,11.2,0.5,7.7,32.0,0.0,72.0,42
2024-04-10,C.A. Segovia,Segovia,MIÉRCOLES,4,2024,42,9.5,16.5,3.4,6.6,27.0,0.0,61.0,40
2024-04-11,C.A. Segovia,Segovia,JUEVES,4,2024,40,12.9,20.8,5.2,5.9,26.3,0.0,68.0,48
2024-04-12,C.A. Segovia,Segovia,VIERNES,4,2024,48,16.8,24.2,9.8,6.7,23.4,0.0,56.0,44
2024-04-13,C.A. Segovia,Segovia,SÁBADO,4,2024,44,18.3,25.4,10.8,6.3,17.3,0.0,48.0,44
2024-04-14,C.A. Segovia,Segovia,DOMINGO,4,2024,44,18.8,25.9,11.3,6.2,23.4,0.0,48.0,52
2024-04-15,C.A. Segovia,Segovia,LUNES,4,2024,52,17.4,22.0,13.6,8.3,22.7,0.0,60.0,47
2024-04-16,C.A. Segovia,Segovia,MARTES,4,2024,47,13.8,19.2,7.7,7.2,23.0,0.0,61.0,46
2024-04-17,C.A. Segovia,Segovia,MIÉRCOLES,4,2024,46,10.0,16.3,2.7,8.1,28.8,0.0,66.0,55
2024-04-18,C.A. Segovia,Segovia,JUEVES,4,2024,55,9.9,17.9,1.7,6.8,28.1,0.0,63.0,56
2024-04-19,C.A. Segovia,Segovia,VIERNES,4,2024,56,12.8,21.2,5.4,6.5,22.0,0.0,53.0,49
2024-04-20,C.A. Segovia,Segovia,SÁBADO,4,2024,49,14.2,21.1,7.3,7.4,34.6,0.0,45.0,35
2024-04-21,C.A. Segovia,Segovia,DOMINGO,4,2024,35,11.7,19.3,4.6,7.6,30.2,0.0,51.0,43
2024-04-22,C.A. Segovia,Segovia,LUNES,4,2024,43,6.9,13.1,-0.5,8.6,36.7,0.0,51.0,54
2024-04-23,C.A. Segovia,Segovia,MARTES,4,2024,54,5.4,12.5,-2.2,9.3,37.8,0.0,57.0,41
2024-04-24,C.A. Segovia,Segovia,MIÉRCOLES,4,2024,41,7.7,15.3,-0.6,8.2,43.6,0.0,52.0,63
2024-04-25,C.A. Segovia,Segovia,JUEVES,4,2024,63,9.6,13.4,6.2,10.1,29.9,0.0,55.0,57
2024-04-26,C.A. Segovia,Segovia,VIERNES,4,2024,57,9.1,14.4,6.6,10.1,35.6,3.6,70.0,44
2024-04-27,C.A. Segovia,Segovia,SÁBADO,4,2024,44,8.1,11.0,5.2,17.4,53.3,12.0,75.0,35
2024-04-28,C.A. Segovia,Segovia,DOMINGO,4,2024,35,8.1,13.5,3.5,7.5,29.5,0.4,70.0,37
2024-04-29,C.A. Segovia,Segovia,LUNES,4,2024,37,8.1,13.8,1.8,5.6,19.8,0.0,72.0,43
2024-04-30,C.A. Segovia,Segovia,MARTES,4,2024,43,9.7,14.3,4.4,10.8,38.5,1.6,66.0,47
2024-05-01,C.A. Segovia,Segovia,MIÉRCOLES,5,2024,47,6.1,9.9,3.3,14.4,46.8,5.4,76.0,36
2024-05-02,C.A. Segovia,Segovia,JUEVES,5,2024,36,6.3,11.6,2.7,14.2,36.4,0.0,73.0,40
2024-05-03,C.A. Segovia,Segovia,VIERNES,5,2024,40,9.5,15.8,3.7,9.1,27.0,0.0,67.0,48
2024-05-04,C.A. Segovia,Segovia,SÁBADO,5,2024,48,14.1,21.5,8.5,11.8,49.7,0.0,56.0,42
2024-05-05,C.A. Segovia,Segovia,DOMINGO,5,2024,42,13.1,18.8,8.6,9.6,56.2,30.0,73.0,40
2024-05-06,C.A. Segovia,Segovia,LUNES,5,2024,40,10.9,15.4,8.4,9.9,33.1,8.2,78.0,53
2024-05-07,C.A. Segovia,Segovia,MARTES,5,2024,53,7.6,13.6,4.6,6.2,18.7,0.0,74.0,48
2024-05-08,C.A. Segovia,Segovia,MIÉRCOLES,5,2024,48,14.2,21.7,4.3,6.4,19.8,0.0,53.0,50
2024-05-09,C.A. Segovia,Segovia,JUEVES,5,2024,50,12.1,14.7,10.8,6.8,16.9,0.0,60.0,65
2024-05-10,C.A. Segovia,Segovia,VIERNES,5,2024,65,23.2,25.2,18.7,15.3,30.6,0.0,32.0,46
2024-05-11,C.A. Segovia,Segovia,SÁBADO,5,2024,46,17.9,24.4,13.5,9.5,37.8,0.6,50.0,48
2024-05-12,C.A. Segovia,Segovia,DOMINGO,5,2024,48,16.8,23.7,10.2,6.5,25.2,0.0,59.0,33
2024-05-13,C.A. Segovia,Segovia,LUNES,5,2024,33,16.8,23.5,10.6,9.1,39.2,2.0,60.0,60
2024-05-14,C.A. Segovia,Segovia,MARTES,5,2024,60,9.6,13.8,7.0,14.4,46.4,18.4,80.0,50
2024-05-15,C.A. Segovia,Segovia,MIÉRCOLES,5,2024,50,8.6,13.0,5.1,12.4,40.0,0.2,72.0,52
2024-05-16,C.A. Segovia,Segovia,JUEVES,5,2024,52,8.7,13.4,5.4,10.2,28.1,1.2,72.0,66
2024-05-17,C.A. Segovia,Segovia,VIERNES,5,2024,66,10.6,15.3,8.0,11.4,35.6,5.0,77.0,51
2024-05-18,C.A. Segovia,Segovia,SÁBADO,5,2024,51,11.3,17.3,7.5,7.8,37.1,1.4,71.0,30
2024-05-19,C.A. Segovia,Segovia,DOMINGO,5,2024,30,10.4,14.0,7.9,6.1,26.6,3.0,81.0,54
2024-05-20,C.A. Segovia,Segovia,LUNES,5,2024,54,10.8,16.6,4.2,7.4,33.5,0.0,68.0,54
2024-05-21,C.A. Segovia,Segovia,MARTES,5,2024,54,11.5,17.0,8.3,10.0,41.8,5.4,71.0,47
2024-05-22,C.A. Segovia,Segovia,MIÉRCOLES,5,2024,47,11.8,17.2,8.0,9.1,33.1,0.2,70.0,49
2024-05-23,C.A. Segovia,Segovia,JUEVES,5,2024,49,13.0,20.4,5.7,5.7,21.6,0.0,59.0,63
2024-05-24,C.A. Segovia,Segovia,VIERNES,5,2024,63,15.5,23.0,7.6,6.6,24.5,0.0,52.0,48
2024-05-25,C.A. Segovia,Segovia,SÁBADO,5,2024,48,17.8,24.8,11.1,9.3,37.8,0.0,40.0,33
2024-05-26,C.A. Segovia,Segovia,DOMINGO,5,2024,33,17.2,24.0,10.4,6.8,24.8,0.0,53.0,43
2024-05-27,C.A. Segovia,Segovia,LUNES,5,2024,43,16.8,24.0,9.8,6.7,24.5,0.0,54.0,52
2024-05-28,C.A. Segovia,Segovia,MARTES,5,2024,52,18.4,27.2,10.0,6.5,24.5,0.0,53.0,59
2024-05-29,C.A. Segovia,Segovia,MIÉRCOLES,5,2024,59,21.6,28.9,13.6,6.4,21.6,0.0,42.0,46
2024-05-30,C.A. Segovia,Segovia,JUEVES,5,2024,46,21.5,28.7,14.3,7.5,39.2,0.0,46.0,40
2024-05-31,C.A. Segovia,Segovia,VIERNES,5,2024,40,16.5,23.7,7.5,8.8,34.2,0.0,52.0,44
2024-06-01,C.A. Segovia,Segovia,SÁBADO,6,2024,44,14.3,22.8,5.0,7.3,32.4,0.0,54.0,53
2024-06-02,C.A. Segovia,Segovia,DOMINGO,6,2024,53,15.8,24.8,6.1,7.4,32.8,0.0,53.0,45
2024-06-03,C.A. Segovia,Segovia,LUNES,6,2024,45,18.0,25.6,9.5,8.6,32.4,0.0,51.0,61
2024-06-04,C.A. Segovia,Segovia,MARTES,6,2024,61,20.6,27.4,11.8,7.8,29.9,0.0,42.0,60
2024-06-05,C.A. Segovia,Segovia,MIÉRCOLES,6,2024,60,22.7,30.4,14.4,9.2,35.3,0.0,41.0,62
2024-06-06,C.A. Segovia,Segovia,JUEVES,6,2024,62,23.8,30.9,16.1,11.6,43.6,0.0,40.0,59
2024-06-07,C.A. Segovia,Segovia,VIERNES,6,2024,59,24.7,30.5,19.0,10.9,63.7,0.0,38.0,47
2024-06-08,C.A. Segovia,Segovia,SÁBADO,6,2024,47,17.7,23.7,13.8,11.7,54.7,2.0,66.0,39
2024-06-09,C.A. Segovia,Segovia,DOMINGO,6,2024,39,15.5,19.3,12.8,7.7,23.8,0.0,79.0,34
2024-06-10,C.A. Segovia,Segovia,LUNES,6,2024,34,14.2,21.2,9.5,5.6,25.2,20.8,74.0,51
2024-06-11,C.A. Segovia,Segovia,MARTES,6,2024,51,13.9,21.5,6.0,7.9,32.4,0.0,61.0,52
2024-06-12,C.A. Segovia,Segovia,MIÉRCOLES,6,2024,52,14.5,19.9,8.6,8.8,30.2,0.0,59.0,53
2024-06-13,C.A. Segovia,Segovia,JUEVES,6,2024,53,17.6,25.4,8.4,9.2,35.6,0.0,45.0,40
2024-06-14,C.A. Segovia,Segovia,VIERNES,6,2024,40,19.7,26.2,12.4,10.4,39.2,0.0,49.0,60
2024-06-15,C.A. Segovia,Segovia,SÁBADO,6,2024,60,16.9,17.5,16.2,9.2,25.2,0.0,64.0,44
2024-06-16,C.A. Segovia,Segovia,DOMINGO,6,2024,44,20.6,26.6,9.9,9.4,37.1,0.0,42.0,43
2024-06-17,C.A. Segovia,Segovia,LUNES,6,2024,43,19.1,27.5,9.9,12.1,52.2,0.0,50.0,60
2024-06-18,C.A. Segovia,Segovia,MARTES,6,2024,60,16.7,20.9,11.4,9.8,45.0,15.4,64.0,51
2024-06-19,C.A. Segovia,Segovia,MIÉRCOLES,6,2024,51,15.1,21.9,8.9,7.4,49.3,0.2,68.0,53
2024-06-20,C.A. Segovia,Segovia,JUEVES,6,2024,53,13.1,18.7,10.5,8.4,34.9,10.0,82.0,49
2024-06-21,C.A. Segovia,Segovia,VIERNES,6,2024,49,16.9,23.8,10.8,6.3,19.8,0.0,66.0,53
2024-06-22,C.A. Segovia,Segovia,SÁBADO,6,2024,53,18.4,24.4,11.5,8.4,25.9,0.0,53.0,30
2024-06-23,C.A. Segovia,Segovia,DOMINGO,6,2024,30,19.7,25.3,13.8,10.0,36.0,0.0,58.0,43
2024-06-24,C.A. Segovia,Segovia,LUNES,6,2024,43,21.2,29.2,13.0,6.2,23.0,0.0,57.0,50
2024-06-25,C.A. Segovia,Segovia,MARTES,6,2024,50,22.4,31.0,16.4,7.2,38.5,1.2,55.0,58
2024-06-26,C.A. Segovia,Segovia,MIÉRCOLES,6,2024,58,23.0,30.0,17.3,9.5,59.8,0.6,55.0,54
2024-06-27,C.A. Segovia,Segovia,JUEVES,6,2024,54,23.4,30.2,16.4,10.1,34.2,0.0,51.0,43
2024-06-28,C.A. Segovia,Segovia,VIERNES,6,2024,43,22.0,28.3,13.6,10.0,42.5,1.0,51.0,41
2024-06-29,C.A. Segovia,Segovia,SÁBADO,6,2024,41,14.9,17.0,13.1,9.0,33.1,25.2,94.0,36
2024-06-30,C.A. Segovia,Segovia,DOMINGO,6,2024,36,17.3,22.0,14.3,6.3,44.3,6.2,79.0,31
2024-07-01,C.A. Segovia,Segovia,LUNES,7,2024,31,18.1,24.8,12.7,8.7,32.8,0.0,67.0,50
2024-07-02,C.A. Segovia,Segovia,MARTES,7,2024,50,18.9,25.9,11.0,8.4,28.8,0.0,59.0,47
2024-07-03,C.A. Segovia,Segovia,MIÉRCOLES,7,2024,47,23.1,30.1,14.5,7.7,28.8,0.0,39.0,37
2024-07-04,C.A. Segovia,Segovia,JUEVES,7,2024,37,25.2,32.8,16.1,6.9,24.1,0.0,36.0,41
2024-07-05,C.A. Segovia,Segovia,VIERNES,7,2024,41,25.2,33.7,19.6,7.1,30.6,2.4,43.0,48
2024-07-06,C.A. Segovia,Segovia,SÁBADO,7,2024,48,22.0,26.0,18.1,11.3,30.2,0.0,56.0,38
